dataset,nb_class,model,iteration,thread_time,process_time,raw_time,liczba_regul,srednia_dlugosc_reguly,suma_warunkow,train_acc,test_acc,train_bacc,test_bacc
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,7,0.846,0.846,0.846,218.0,4.977,1085.0,0.935,0.923,0.594,0.723
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,8,0.974,0.974,0.974,215.0,4.902,1054.0,0.94,0.935,0.642,0.761
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,9,0.967,0.967,0.967,214.0,4.977,1065.0,0.945,0.938,0.592,0.729
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,0,0.146,0.146,0.146,11.0,2.091,23.0,0.762,0.773,0.691,0.486
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,1,0.152,0.152,0.152,12.0,2.583,31.0,0.745,0.747,0.676,0.621
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.175,0.175,0.175,12.0,2.583,31.0,0.764,0.759,0.692,0.604
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,3,0.189,0.189,0.189,11.0,2.0,22.0,0.763,0.76,0.692,0.478
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,4,0.171,0.171,0.171,11.0,2.0,22.0,0.765,0.746,0.691,0.608
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,5,0.342,0.342,0.342,12.0,2.583,31.0,0.746,0.743,0.678,0.602
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,6,0.195,0.195,0.195,12.0,2.5,30.0,0.747,0.729,0.68,0.571
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,7,0.35,0.35,0.35,12.0,2.583,31.0,0.764,0.759,0.691,0.618
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,8,0.181,0.181,0.181,12.0,2.583,31.0,0.763,0.769,0.69,0.618
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,9,0.235,0.235,0.235,12.0,2.583,31.0,0.763,0.768,0.691,0.61
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,0,0.183,0.183,0.183,16.0,2.375,38.0,0.825,0.837,0.71,0.514
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,1,0.227,0.227,0.227,17.0,2.706,46.0,0.826,0.813,0.743,0.65
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.158,0.158,0.158,17.0,2.706,46.0,0.825,0.837,0.71,0.641
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,3,0.139,0.139,0.139,16.0,2.188,35.0,0.828,0.823,0.75,0.544
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,4,0.341,0.341,0.341,16.0,2.312,37.0,0.826,0.808,0.743,0.647
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,5,0.306,0.306,0.306,17.0,2.588,44.0,0.827,0.835,0.75,0.675
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,6,0.152,0.152,0.152,17.0,2.588,44.0,0.821,0.817,0.74,0.66
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,7,0.134,0.134,0.134,17.0,2.765,47.0,0.828,0.823,0.727,0.63
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,8,0.151,0.151,0.151,17.0,2.588,44.0,0.832,0.831,0.752,0.685
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,9,0.141,0.141,0.141,17.0,2.588,44.0,0.838,0.84,0.713,0.644
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,0,1.18,1.18,1.18,300.0,5.23,1569.0,0.936,0.924,0.597,0.574
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,1,1.203,1.203,1.203,292.0,5.185,1514.0,0.95,0.947,0.622,0.778
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,1.188,1.188,1.188,298.0,5.201,1550.0,0.952,0.948,0.621,0.757
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,3,1.152,1.152,1.152,290.0,5.097,1478.0,0.948,0.939,0.597,0.578
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,4,1.37,1.37,1.37,310.0,5.229,1621.0,0.947,0.938,0.599,0.735
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,5,1.594,1.594,1.594,300.0,5.243,1573.0,0.947,0.947,0.627,0.743
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,6,1.162,1.162,1.162,292.0,5.192,1516.0,0.956,0.941,0.634,0.745
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,7,1.315,1.315,1.315,302.0,5.199,1570.0,0.94,0.934,0.607,0.753
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,8,1.332,1.332,1.332,305.0,5.213,1590.0,0.946,0.942,0.6,0.731
nursery,5,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,9,1.289,1.289,1.289,296.0,5.203,1540.0,0.938,0.938,0.597,0.727
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,0,0.239,0.239,0.239,21.0,2.19,46.0,0.782,0.785,0.64,0.629
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,1,0.288,0.288,0.288,22.0,2.136,47.0,0.761,0.747,0.641,0.77
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.284,0.284,0.284,21.0,2.143,45.0,0.784,0.775,0.64,0.792
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,3,0.223,0.223,0.223,22.0,2.136,47.0,0.783,0.779,0.638,0.653
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,4,0.308,0.308,0.308,24.0,2.292,55.0,0.771,0.761,0.64,0.773
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,5,0.331,0.331,0.331,21.0,2.143,45.0,0.781,0.789,0.639,0.789
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,6,0.213,0.213,0.213,21.0,2.143,45.0,0.761,0.779,0.626,0.801
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,7,0.436,0.436,0.436,21.0,2.143,45.0,0.783,0.779,0.638,0.816
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,8,0.267,0.267,0.267,21.0,2.143,45.0,0.78,0.796,0.637,0.815
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation,9,0.297,0.297,0.297,21.0,2.143,45.0,0.782,0.773,0.638,0.797
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,0,0.201,0.201,0.201,21.0,2.19,46.0,0.782,0.785,0.64,0.629
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,1,0.293,0.293,0.293,22.0,2.136,47.0,0.761,0.747,0.641,0.77
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.211,0.211,0.211,21.0,2.143,45.0,0.784,0.775,0.64,0.792
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,3,0.175,0.175,0.175,22.0,2.136,47.0,0.783,0.779,0.638,0.653
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,4,0.393,0.393,0.393,23.0,2.261,52.0,0.772,0.761,0.641,0.773
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,5,0.335,0.335,0.335,21.0,2.143,45.0,0.781,0.789,0.639,0.789
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,6,0.392,0.392,0.392,21.0,2.143,45.0,0.761,0.779,0.626,0.801
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,7,0.532,0.532,0.532,21.0,2.143,45.0,0.783,0.779,0.638,0.816
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,8,0.457,0.457,0.457,21.0,2.143,45.0,0.78,0.796,0.637,0.815
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,9,0.598,0.598,0.598,21.0,2.143,45.0,0.782,0.773,0.638,0.797
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,0,0.305,0.305,0.305,21.0,2.19,46.0,0.782,0.785,0.64,0.629
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,1,0.245,0.245,0.245,22.0,2.136,47.0,0.761,0.747,0.641,0.77
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,0.248,0.248,0.248,21.0,2.143,45.0,0.784,0.775,0.64,0.792
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,3,0.279,0.279,0.279,22.0,2.136,47.0,0.783,0.779,0.638,0.653
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,4,0.296,0.296,0.296,24.0,2.292,55.0,0.771,0.761,0.64,0.773
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,5,0.353,0.353,0.353,21.0,2.143,45.0,0.781,0.789,0.639,0.789
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,6,0.313,0.313,0.313,21.0,2.143,45.0,0.761,0.779,0.626,0.801
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,7,0.541,0.541,0.541,20.0,2.15,43.0,0.833,0.825,0.628,0.788
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,8,0.421,0.421,0.421,20.0,2.15,43.0,0.83,0.836,0.629,0.769
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,9,0.329,0.329,0.329,21.0,2.143,45.0,0.782,0.773,0.638,0.797
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,0,0.126,0.126,0.126,8.0,2.0,16.0,0.657,0.674,0.719,0.537
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,1,0.145,0.145,0.145,8.0,1.875,15.0,0.659,0.659,0.722,0.642
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.18,0.18,0.18,8.0,1.875,15.0,0.659,0.658,0.72,0.666
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,3,0.103,0.103,0.103,8.0,1.875,15.0,0.659,0.658,0.72,0.522
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,4,0.121,0.121,0.121,8.0,1.875,15.0,0.66,0.65,0.719,0.671
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,5,0.173,0.173,0.173,8.0,1.875,15.0,0.659,0.659,0.725,0.61
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,6,0.256,0.256,0.256,8.0,1.875,15.0,0.66,0.647,0.723,0.628
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,7,0.154,0.154,0.154,8.0,1.875,15.0,0.659,0.657,0.721,0.657
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,8,0.175,0.175,0.175,8.0,1.875,15.0,0.66,0.65,0.724,0.624
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,9,0.213,0.213,0.213,8.0,1.875,15.0,0.657,0.676,0.718,0.686
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,0,0.184,0.184,0.184,16.0,2.062,33.0,0.762,0.759,0.615,0.6
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,1,0.216,0.216,0.216,20.0,2.1,42.0,0.733,0.724,0.623,0.75
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.213,0.213,0.213,16.0,2.0,32.0,0.763,0.75,0.613,0.771
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,3,0.204,0.204,0.204,19.0,2.053,39.0,0.742,0.741,0.611,0.623
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,4,0.354,0.354,0.354,19.0,2.105,40.0,0.755,0.741,0.622,0.756
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,5,0.353,0.353,0.353,16.0,2.0,32.0,0.76,0.773,0.613,0.775
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,6,0.345,0.345,0.345,16.0,2.0,32.0,0.739,0.737,0.601,0.739
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,7,0.373,0.373,0.373,16.0,2.0,32.0,0.762,0.759,0.612,0.785
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,8,0.321,0.321,0.321,16.0,2.0,32.0,0.76,0.777,0.612,0.777
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,9,0.369,0.369,0.369,16.0,2.0,32.0,0.761,0.765,0.612,0.783
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,0,0.176,0.176,0.176,11.0,2.091,23.0,0.666,0.681,0.755,0.551
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,1,0.2,0.2,0.2,11.0,1.909,21.0,0.669,0.656,0.757,0.66
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.186,0.186,0.186,10.0,2.0,20.0,0.736,0.727,0.72,0.639
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,3,0.223,0.223,0.223,11.0,2.0,22.0,0.667,0.67,0.754,0.556
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,4,0.265,0.265,0.265,11.0,2.0,22.0,0.67,0.646,0.756,0.674
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,5,0.281,0.281,0.281,11.0,1.909,21.0,0.667,0.669,0.755,0.693
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,6,0.117,0.117,0.117,11.0,1.909,21.0,0.667,0.67,0.755,0.686
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,7,0.134,0.134,0.134,11.0,2.0,22.0,0.667,0.676,0.752,0.72
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,8,0.118,0.118,0.118,11.0,2.0,22.0,0.667,0.677,0.754,0.7
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,9,0.125,0.125,0.125,11.0,2.0,22.0,0.667,0.671,0.753,0.709
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,0,0.192,0.192,0.192,16.0,2.062,33.0,0.762,0.759,0.615,0.6
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,1,0.161,0.161,0.161,17.0,2.0,34.0,0.735,0.73,0.619,0.733
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,2,0.152,0.152,0.152,16.0,2.0,32.0,0.763,0.75,0.613,0.771
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,3,0.199,0.199,0.199,16.0,2.0,32.0,0.762,0.758,0.613,0.611
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,4,0.205,0.205,0.205,16.0,2.0,32.0,0.763,0.749,0.614,0.755
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,5,0.258,0.258,0.258,16.0,2.0,32.0,0.76,0.773,0.613,0.775
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,6,0.333,0.333,0.333,16.0,2.0,32.0,0.739,0.737,0.601,0.739
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,7,0.324,0.324,0.324,16.0,2.0,32.0,0.762,0.759,0.612,0.785
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,8,0.441,0.441,0.441,16.0,2.0,32.0,0.76,0.777,0.612,0.777
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,9,0.374,0.374,0.374,16.0,2.0,32.0,0.761,0.765,0.612,0.783
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,0,0.278,0.278,0.278,21.0,2.19,46.0,0.782,0.785,0.64,0.629
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,1,0.289,0.289,0.289,22.0,2.136,47.0,0.761,0.747,0.641,0.77
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,0.255,0.255,0.255,21.0,2.143,45.0,0.784,0.775,0.64,0.792
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,3,0.293,0.293,0.293,22.0,2.136,47.0,0.783,0.779,0.638,0.653
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,4,0.261,0.261,0.261,23.0,2.261,52.0,0.772,0.761,0.641,0.773
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,5,0.419,0.419,0.419,21.0,2.143,45.0,0.781,0.789,0.639,0.789
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,6,0.362,0.362,0.362,21.0,2.143,45.0,0.761,0.779,0.626,0.801
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,7,0.447,0.447,0.447,21.0,2.143,45.0,0.783,0.779,0.638,0.816
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,8,0.503,0.503,0.503,21.0,2.143,45.0,0.78,0.796,0.637,0.815
nursery,5,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,9,0.469,0.469,0.469,21.0,2.143,45.0,0.782,0.773,0.638,0.797
nursery,5,RuleKit_mincov-5_measure-C2,0,1.107,1.107,1.107,297.0,4.653,1382.0,0.95,0.941,0.639,0.64
nursery,5,RuleKit_mincov-5_measure-C2,1,1.004,1.004,1.004,298.0,4.631,1380.0,0.954,0.951,0.684,0.839
nursery,5,RuleKit_mincov-5_measure-C2,2,1.192,1.192,1.192,294.0,4.66,1370.0,0.956,0.959,0.652,0.849
nursery,5,RuleKit_mincov-5_measure-C2,3,1.131,1.131,1.131,304.0,4.628,1407.0,0.956,0.939,0.663,0.634
nursery,5,RuleKit_mincov-5_measure-C2,4,1.278,1.278,1.278,310.0,4.665,1446.0,0.951,0.941,0.641,0.802
nursery,5,RuleKit_mincov-5_measure-C2,5,1.073,1.073,1.073,303.0,4.68,1418.0,0.962,0.953,0.669,0.803
nursery,5,RuleKit_mincov-5_measure-C2,6,1.141,1.141,1.141,300.0,4.663,1399.0,0.96,0.948,0.664,0.791
nursery,5,RuleKit_mincov-5_measure-C2,7,1.322,1.322,1.322,313.0,4.658,1458.0,0.948,0.932,0.625,0.758
nursery,5,RuleKit_mincov-5_measure-C2,8,1.609,1.609,1.609,308.0,4.649,1432.0,0.955,0.944,0.647,0.796
nursery,5,RuleKit_mincov-5_measure-C2,9,1.384,1.384,1.384,303.0,4.607,1396.0,0.944,0.944,0.599,0.733
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,0,0.198,0.198,0.198,32.0,2.844,91.0,0.888,0.895,0.75,0.557
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,1,0.234,0.234,0.234,32.0,2.938,94.0,0.87,0.863,0.534,0.662
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,0.251,0.251,0.251,33.0,3.03,100.0,0.889,0.885,0.551,0.68
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,3,0.244,0.244,0.244,31.0,2.742,85.0,0.871,0.864,0.74,0.531
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,4,0.396,0.396,0.396,32.0,2.781,89.0,0.888,0.886,0.746,0.68
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,5,0.359,0.359,0.359,33.0,2.909,96.0,0.873,0.875,0.546,0.672
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,6,0.29,0.29,0.29,33.0,2.939,97.0,0.873,0.858,0.536,0.658
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,7,0.243,0.243,0.243,33.0,2.939,97.0,0.888,0.887,0.546,0.681
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,8,0.169,0.169,0.169,32.0,3.0,96.0,0.872,0.87,0.536,0.668
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10,9,0.306,0.306,0.306,33.0,2.939,97.0,0.872,0.881,0.54,0.677
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,0,0.999,0.999,0.999,253.0,5.036,1274.0,0.942,0.926,0.608,0.592
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,1,1.047,1.047,1.047,251.0,5.096,1279.0,0.95,0.953,0.637,0.783
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,1.066,1.066,1.066,256.0,5.129,1313.0,0.947,0.942,0.618,0.746
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,3,1.014,1.014,1.014,247.0,5.049,1247.0,0.952,0.938,0.828,0.6
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,4,1.181,1.181,1.181,255.0,5.059,1290.0,0.946,0.929,0.719,0.75
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,5,1.069,1.069,1.069,250.0,5.092,1273.0,0.945,0.945,0.623,0.741
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,6,1.107,1.107,1.107,252.0,5.091,1283.0,0.946,0.938,0.635,0.756
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,7,1.202,1.202,1.202,253.0,5.087,1287.0,0.937,0.921,0.593,0.722
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,8,1.166,1.166,1.166,252.0,5.04,1270.0,0.947,0.934,0.628,0.746
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-100,9,1.149,1.149,1.149,253.0,5.107,1292.0,0.947,0.938,0.602,0.729
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,0,0.516,0.516,0.516,92.0,3.891,358.0,0.915,0.917,0.594,0.609
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,1,0.511,0.511,0.511,93.0,4.022,374.0,0.914,0.91,0.622,0.779
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.42,0.42,0.42,90.0,4.0,360.0,0.918,0.917,0.622,0.803
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,3,0.487,0.487,0.487,92.0,3.815,351.0,0.912,0.908,0.585,0.576
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,4,0.458,0.458,0.458,95.0,4.032,383.0,0.917,0.902,0.697,0.714
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,5,0.595,0.595,0.595,93.0,4.054,377.0,0.919,0.919,0.657,0.784
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,6,0.783,0.783,0.783,93.0,3.935,366.0,0.91,0.908,0.609,0.747
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,7,0.729,0.729,0.729,96.0,4.062,390.0,0.909,0.892,0.592,0.707
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,8,0.762,0.762,0.762,96.0,4.01,385.0,0.911,0.912,0.595,0.75
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,9,0.62,0.62,0.62,93.0,4.032,375.0,0.91,0.907,0.587,0.733
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,0,0.93,0.93,0.93,206.0,4.869,1003.0,0.949,0.933,0.62,0.586
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,1,0.947,0.947,0.947,204.0,4.887,997.0,0.935,0.93,0.621,0.758
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.929,0.929,0.929,208.0,4.885,1016.0,0.945,0.938,0.622,0.749
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,3,0.935,0.935,0.935,206.0,4.888,1007.0,0.945,0.931,0.609,0.585
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,4,0.972,0.972,0.972,216.0,4.921,1063.0,0.949,0.937,0.594,0.72
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,5,0.995,0.995,0.995,207.0,4.908,1016.0,0.944,0.941,0.605,0.738
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,6,1.165,1.165,1.165,209.0,4.928,1030.0,0.938,0.937,0.593,0.734
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,7,1.113,1.113,1.113,218.0,4.977,1085.0,0.935,0.923,0.594,0.723
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,8,1.152,1.152,1.152,215.0,4.902,1054.0,0.94,0.935,0.642,0.761
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,9,1.145,1.145,1.145,214.0,4.977,1065.0,0.945,0.938,0.592,0.729
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-3,0,0.199,0.199,0.199,11.0,2.091,23.0,0.762,0.773,0.691,0.486
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-3,1,0.214,0.214,0.214,12.0,2.583,31.0,0.745,0.747,0.676,0.621
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.196,0.196,0.196,12.0,2.583,31.0,0.764,0.759,0.692,0.604
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-3,3,0.138,0.138,0.138,11.0,2.0,22.0,0.763,0.76,0.692,0.478
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-3,4,0.123,0.123,0.123,11.0,2.0,22.0,0.765,0.746,0.691,0.608
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-3,5,0.205,0.205,0.205,12.0,2.583,31.0,0.746,0.743,0.678,0.602
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-3,6,0.168,0.168,0.168,12.0,2.5,30.0,0.747,0.729,0.68,0.571
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-3,7,0.152,0.152,0.152,12.0,2.583,31.0,0.764,0.759,0.691,0.618
nursery,5,RuleKit_mincov-5_measure-C2_maxNbRules-3,8,0.132,0.132,0.132,12.0,2.583,31.0,0.763,0.769,0.69,0.618
